,title,is_popular
3925,Andrew Yang’s Quest to ‘Make America Think Harder’,1
3926,"Rare, two-headed rattlesnake found in New Jersey forest",0
3927,When Buying a Home Comes With a Monthly Rent Payment,1
3928,Erdogan: Turkey has no choice but set up Syria 'safe zone' alone,1
3929,Are Democrats Throwing Away the Senate?,0
3930,Dorian cut off the town of High Rock on Grand Bahama for days and nearly every structure is destroyed,1
3931,"In Bahamas, Stories of Survival From Hurricane Dorian",0
3932,Dogs Are Not Here for Our Convenience,0
3933,The Gospel According to Marianne Williamson,1
3934,High-Dose Opioid Pills Helped Fuel Purdue Pharma’s Growth,1
3935,UK condemns Houthi drone attack on Saudi oil facilities,1
3936,"Fox News Rejects Trump's Altered Dorian Map, Says Alabama 'Never Part of Official Forecast'",0
3937,"Fall Book Preview: 13 Most Anticipated Fiction, Nonfiction Releases In Fall 2019",0
3938,"These are the 28 hottest tech startups to work at, according to LinkedIn",0
3939,2019/09/05 13:00 GMT,0
3940,Chinese TV maker TCL launches 329 euro smartphone for video lovers,0
3941,Walmart to Limit Ammunition Sales After Mass Shooting at El Paso Store,1
3942,"Italian Soccer Fans Deny Monkey Chants at Romelu Lukaku Are Racist, Insist They're a Form of 'Respect'",0
3943,A mathematical technique originally developed to help build the atomic bomb is now used to figure out how much CEO pay packages are worth — like with Elon Musk,1
3944,Pakistan denies Indian president's request to use airspace,1
3945,"Moment of truth coming for Brexit with time running out, EU and Britain say",1
3946,Beef dispute: Processors enter talks despite ‘illegal blockades’ at plants,1
3947,"Saudi, Gulf stocks fall after attacks on Aramco oil plants",1
3948,New York Gov. Andrew Cuomo issues emergency executive order to ban flavored e-cigarettes,1
3949,Fancy having tea with a ‘naughty sheep’? New Airbnb trips to focus on animals,1
3950,Apple is expected to launch 3 new iPhones during a big event on Tuesday — here's everything we know so far,1
3951,Tories lose working majority ahead of crunch Brexit vote,0
3952,"States, politicians back gun-maker in Sandy Hook appeal",0
3953,Tennessee offers scholarship to bullied T-shirt kid,1
3954,Fitch slashes Hong Kong's credit rating as months of protests have inflicted 'long-lasting damage' on its financial system,0
3955,How to contact LinkedIn customer support through its online help center and forum,0
3956,White House also involved in advising DNI not to share whistleblower complaint,1
3957,Hammersmith Bridge repairs 'could cost £120m',0
3958,Make a move to... Inchicore,1
3959,Man appears in court charged over alleged Meath hijacking,0
3960,Euro 2020 qualifiers: Underdog status suits Republic says James McClean,0
3961,French Author Accused of Anti-Semitism Is Snubbed for a Top Literary Prize,0
3962,How hurricane hunters gather storm data from the sky,0
3963,Alzheimerâ€™s in the US: Women more likely to develop disease,0
3964,"Facebook brings face recognition to all users, discontinues 'Tag Suggestions'",0
3965,Woman killed in 'extremely rare' black bear attack in Canada,0
3966,Palestinian student at Harvard allowed US entry on second attempt,0
3967,4-month-old baby dies after being left in hot car in Phoenix,1
3968,Delay in aid to Ukraine did not affect national security: Esper,1
3969,A Clash Over Barack Obama’s Legacy? Democratic Voters Don’t Want to Hear It - The New York Times,1
3970,Walmart to stop selling short-barrel rifle ammunition,0
3971,"All the tech moguls who have been connected to Jeffrey Epstein, the elite wealth manager who died in jail while awaiting trial on sex-trafficking charges",1
3972,FDA finds cancer-causing chemical in Zantac,1
3973,Mexico: US envoy's dig at Frida Kahlo causes social media debate,0
3974,Discovery of three-legged calf prompts animal welfare charges on Kerry farm,0
3975,Wall Street set to open higher on hopes of monetary stimulus,1
3976,"Ideology the ‘only obstacle’ to social and affordable housing, say protestors",1
3977,Authorities Suspect Man of Making and Selling Gun Used in Texas Shooting - The Wall Street Journal,0
3978,Migrant group cancels event amid complaints over Scientology link,0
3979,Planet 9 could be an ancient black hole orbiting the sun,1
3980,Doctors and publicans prominent among €10m tax defaulters,1
3981,Mike Pompeo gave a very evasive answer when asked about the Ukraine call,1
3982,Brexit a drag on Germany’s export-dependent manufacturers,0
3983,Injuries reported after train hits truck and derails in Japan,0
3984,"Hurricane Dorian Back Up to Cat 3, South Carolina Faces 'Life-Threatening' Storm Thursday",0
3985,Kremlin says it hopes US wouldn't release Trump-Putin calls,1
3986,The call for a boycott against SoulCycle appears to be working despite the tactic's unpredictable record,1
3987,The Man Who Broke Into Taylor Swift's Home Took Off His Shoes Upon Entering In an Effort to Be Polite,0
3988,Mexican president says referendums could decide fate of ex-presidents,0
3989,Sizzle and strife: Who gets the best cut when it comes to beef?,0
3990,Hurricane Dorian floods island as it swipes North Carolina then heads north,1
3991,"South Africa: Scores held after looting, anti-foreigner protests",1
3992,"Man spends £30,000 fighting £100 speeding fine",1
3993,"The Latest: 34 presumed dead in boat fire, search suspended",0
3994,Live updates: The Trump impeachment inquiry - CNNPolitics,1
3995,You Haven’t Heard From These Chefs for a While. But You Will.,0
3996,Climate activists lose High Court case against Government,1
3997,California governor plans to veto environmental rules bill,1
3998,Starbucks plans to improve US employees' mental health benefits,0
3999,A High-Tech Sports Bar on Wheels for Justin Moore - The Wall Street Journal,0
4000,Hong Kong protesters denounce police ahead of flashpoint weekend,1
4001,Iran to speed up nuclear cycle in new deal breach,1
4002,Bodies of 20 Victims Recovered in California Boat Fire,0
4003,Pompeo Confirms Listening to Trump-Zelensky Phone Call in July,1
4004,Steve Smith reaches 200 against England at Old Trafford,0
4005,Boeing shares slide as the latest 737 Max delay threatens holiday-season travel (BA),0
4006,Want a laugh? Try explaining the furniture you grew up with to your kids,1
4007,Niche home-sharing sites roll out welcome mat for minorities,0
4008,This Is the Moment Rachel Maddow Has Been Waiting For,1
4009,"Trump slams Adam Schiff, defends Mike Pompeo amid criticism over Ukraine call",1
4010,Explainer: How Ireland are World Rugby’s number one team,1
4011,Embattled Facebook CEO Zuckerberg seeks to mend fences in Washington,1
4012,Man douses himself in liquid near UK Houses of Parliament,1
4013,Spokesman for Tunisian candidate Karoui says he is through to next round,1
4014,Coast Guard officer who drafted hit list of Democrats pleads guilty,1
4015,Lizzo hits No. 1 on Billboard Hot 100 with 'Truth Hurts',0
4016,"Mia Farrow, Meghan Markle Fans, Slam '60 Minutes' Segment Calling It 'Bullying,' and 'Racist'",0
4017,Sterling gains ground as Johnson suffers defeats,0
4018,German business ‘unwavering’ in support for Brexit backstop,0
4019,The Latest: Boat passengers weren't wearing life jackets,0
4020,Tunisian presidential elections: a major test for the Arab Spring’s legacy,1
4021,Hong Kong's Carrie Lam says she would 'quit' if she could,0
4022,Hurricane Dorian stalls off Florida coast,1
4023,Ariana Grande Files $10 Million Trademark Lawsuit Against Forever 21,0
4024,"Severino joining Yanks, could be 'game-changer'",1
4025,2nd person in US dies from lung disease linked to vaping,0
4026,"Ukraine must investigate Joe Biden's son, says ex-Ukrainian PM",1
4027,Federal weather workers are furious at the NOAA's 'utterly disgusting' statement defending Trump's claim Hurricane Dorian would hit Alabama,1
4028,"No Food, No Jobs, No Future: Turned Away From the U.S. Border, Young Hondurans Say They Are Struggling to Survive",0
4029,Recent Commercial Real Estate Transactions,0
4030,Tesla Autopilot design 'led to' crash,0
4031,Crew recovers body of 5th Indiana boating mishap victim,0
4032,It's Not Just Sugary Drinks That Are Bad for You—Artificially Sweetened Ones Also Appear to Increase the Risk of Death,0
4033,"Mike Pence defends staying at Trump property in Doonbeg, Ireland",1
4034,Jamal Khashoggi’s murder and how the world looked the other way,1
4035,"Taking too many naps linked to heart attacks, study says",1
4036,Gatland wants Wales ‘rugby-ready’ as World Cup preparations ramp up,0
4037,Hurricane Dorian leaves devastation in North Carolina,1
4038,Cameron: Johnson and Gove behaved 'appallingly',1
4039,Source: Redskins' Guice (knee) out 6-8 weeks,1
4040,Unemployment falls to post-crash low of 5.2%,0
4041,Team plans colour film of black hole at galaxy's centre,0
4042,Woody Allen: I don't regret my MeToo ‘poster boy’ comments,1
4043,Brexit: UK ministers talk up Irish border compromise as key to deal,1
4044,Putney child murder suspects detained by police,0
4045,Amazon Clashes With Disney Over Terms For Offering Apps In Fire TV,1
4046,Road map for Puerto Rico's exit from bankruptcy filed in U.S. court,1
4047,BidX1 eyes €450m in annual sales as it moves into Spain and Cyprus,0
4048,Here's how legacy insurers can win back customers from insurtechs,0
4049,U.S. consulting with Saudi Arabia on ways to counter threats from north,1
4050,French court rules employer responsible for worker's death after sex,1
4051,These are the Republicans who are against Trump and for impeachment,1
4052,Air Canada files challenge over Onex's C$3.5 billion buyout of rival WestJet,0
4053,What are Trump's options on Iran?,1
4054,"Acting ICE chief defends agents, scolds lawmakers: 'We're not Nazis'",1
4055,Netflix is aggressively denying reports that it's shifting its TV release strategy toward a weekly schedule,0
4056,New Jersey man posed as soldier in dating site scam - prosecutors,0
4057,Pompeo meets Pope Francis as impeachment roils Washington,1
4058,Carl Bernstein: Trump 'unraveling' after 'his corruption' exposed,1
4059,Cancer the biggest killer among middle-aged in wealthy countries,0
4060,Russia United candidates contest as independents in Moscow polls,0
4061,"UPDATE 1-Macy's sees savings of up to $550 mln from targeted promotions, better pricing",0
4062,Nets' Irving: 'I failed' my Celtics teammates,1
4063,No timetable on Oladipo's return to Pacers,1
4064,Jets' Adams calls NFL 'a damn joke' for fining him,1
4065,Subscriber Only: David McWilliams: Why Irish apartment rents are like the Cuban car market,1
4066,EFL 'to consult clubs' over Bury future as police investigate report of fraud at club,0
4067,Putin says he offered Trump the chance to buy Russian hypersonic weapons,0
4068,Man searches for 6-year-old son lost in Hurricane Dorian,0
4069,Hundreds flee ‘chaos’ in storm-ravaged Bahamas,1
4070,The Fed's next rate decision is likely to leave Trump sorely disappointed,0
4071,British-Australian academic held in Iran named,1
4072,Jury finds Dallas police officer guilty in shooting death of her neighbor,1
4073,Trudeau faces third revelation of racist conduct,1
4074,"Argentina country risk improves for second day, peso steadies",0
4075,"Trump again seeks foreign help to probe Bidens, calls on China",1
4076,"Hannity, Fox Business Denies Link Between Hurricanes and Climate Change, Says AOC Making Link for 'Political Reasons'",0
4077,I went from being a nanny and cocktail server to a multi-millionaire business owner. Here are my 3 tips for achieving your dreams.,0
4078,"Climate movement now 'too loud to handle' for Trump and critics, Greta Thunberg says",1
4079,Ian McEwan on Brexit: ‘My solution is simple: a united Ireland’,1
4080,"Abused by Soldiers and Militants, Kashmiris Face Dangers in Daily Life",1
4081,Trump must back gun legislation before Senate will vote: McConnell,1
4082,Meteorologist weighs in on climate change and extreme weather,1
4083,Women's Super League 2019-20 predictions: BBC pundits pick top four,0
4084,"'O Brother, Where Art Thou?' UK PM loses brother from gov't",0
4085,"A new video leak supposedly reveals the design of Google's new Pixel 4 phone from every angle (GOOG, GOOGL)",0
4086,Rugby World Cup pool stage could be disrupted as cyclone heads for Japan,0
4087,Bank of Ireland pulls €300m bond sale amid Brexit jitters,0
4088,Mike Pompeo and Steven Mnuchin speak after John Bolton's abrupt resignation,1
4089,'Avengers' Star Jeremy Renner Shuts Down App After Being Overrun By Trolls,0
4090,HK rubber bullet blinds journalist in one eye,1
4091,British PM Johnson's brother quits as lawmaker over Brexit,0
4092,Lawmaker drinks water from toilet-fountain hybrid at detention center,0
4093,Charlottesville victim's mom moves to ensure killer can't profit from story,1
4094,Alleged El Paso gunman indicted for capital murder by grand jury,1
4095,Syrian Kurds to remove fortification from border with Turkey,0
4096,How to teach your kids to love reading,0
4097,"Elliott queries AT&T deal for Time Warner, calls for asset sales",1
4098,Axios: Trump allies raise money to target reporters,0
4099,Analysis: Brexit talks are going nowhere fast,0
4100,"Vincent Parsons killed in ‘senseless act of savagery,’ mourners told",0
4101,Meghan and Harry will fly commercial to Africa after private jet criticism,0
4102,Apple and Google push to transform video game industry,1
4103,"Macy's aims to save up to $550 mln in 2-4 years, shares rise",0
4104,Subscriber Only: Sizzle and strife: Who gets the best cut when it comes to beef?,1
4105,Wells Fargo Names Charles Scharf CEO,1
4106,NRA Sues San Francisco Over Being Labeled 'Domestic Terrorist Organization',1
4107,"Kiper & McShay: Picking CFB's biggest surprises, NFL draft risers",1
4108,What is 'Ghost Adventures: Serial Killer Spirits'? Everything We Know About October Special Episodes,0
4109,"‘One Country, Two Nationalisms’: The Crisis Behind Hong Kong’s Turmoil",1
4110,"Fox News' Judge Napolitano Accuses Trump of 'Tyranny,' Raising Taxes Illegally",0
4111,"Trump attacks Democrats, whistleblower over impeachment",1
4112,"US-led coalition hits ISIS 'infested' island in Iraq with 80,000 pounds of munitions",1
4113,Ukraine agency says allegations against Burisma cover period before Biden joined,1
4114,"To Save a Ban on Gay Conversion Therapy, New York Will Repeal It",1
4115,Bugatti's new $3.9 million hypercar broke a world record for going over 300 miles per hour — now it's for sale,1
4116,Nadal defies inspired Medvedev in five-set epic to win U.S. Open,1
4117,"Cryptocurrency: Virtual money, real power and the fight for a small town's future",1
4118,Revisit the Ford and Kavanaugh testimonies - CNN Video,1
4119,New Chinese 'deepfake' face app backpedals after privacy backlash,0
4120,"Iran dismisses U.S. claim it was behind Saudi oil strikes, says ready for war",1
4121,"Taliban suicide bomber kills at least 10 civilians, two NATO troops in Kabul",1
4122,Taiwan bridge collapses on fishing vessels,1
4123,"Germany, land of the car, develops taste for electric cargo bikes",0
4124,Big girl's blouse: Johnson faces backlash over Corbyn jibe,0
4125,See inside Anne Hathaway's fairytale home,0
4126,A Very British Constitutional Crisis,0
4127,Brexit: Mike Pence signals strong support for Johnson on EU talks,0
4128,Democrats are demanding Brett Kavanaugh's impeachment over a new sexual misconduct allegation,1
4129,Mark Zuckerberg tells employees Facebook will fight back against legal challenges,1
4130,"Wall Street gains on easing trade tensions, strong ADP jobs data",0
4131,How North Carolina's Wild Horses Have Been Surviving Hurricanes for 500 Years,0
4132,"Epcot International Festival of the Arts Returns to Epcot January 17-February 24, 2020",0
4133,Pompeo confirms he heard Trump-Ukraine call,1
4134,What epigenetics teaches us about sexuality,0
4135,Drones wiped out half of Saudi Arabia's oil production — and it could lead to higher gas prices (WTI),1
4136,Trump insists Dorian threatened Alabama as #SharpieGate trends,1
4137,'Fortnite' Dance Behind DJ Booth At Dance Club With YOND3R Outfit Location,0
4138,"Microsoft, health shares boost Wall Street; S&P 500 eyes record high",1
4139,UK: Prime Minister's brother Jo Johnson quits as Conservative MP and minister,0
4140,Dear Savanna,0
4141,Hurricane Dorian stalls over Bahamas,0
4142,"USA Swimming Faces Probe Into Sex-Abuse Claims, Business Practices",1
4143,Michael Hector: Chelsea defender to join Fulham in January,0
4144,Dutch prosecutors seek 25-year sentence for stabbing suspect,0
4145,Another whistleblower alleges 'inappropriate' action over Trump taxes,1
4146,Following the Lead of the Diving Girl,0
4147,"As Economics Profession Looks to Draw Women, Hotel-Room Job Interviews Get Nixed",1
4148,Germany investigating whether Turkey supplied with spyware,0
4149,Trump signs $1.8 billion autism funding bill,1
4150,Fed Lines Up Another Quarter-Point Rate Cut,1
4151,"A day in the life of a 34-year-old early retiree who lives in NYC, grew his net worth to $1.25 million in just 5 years, and wakes up at 7:30 a.m. every morning",1
4152,Unpredictable Hurricane Dorian Regains Strength as Category 3,0
4153,Palace 'displeasure' at Cameron's Queen comments,1
4154,"YouTube star Joey Graceffa has 9 million subscribers, but still feels there's 'no rhyme or reason' to what videos become hits in 2019",0
4155,Biden Wants to Work With ‘the Other Side.’ This Supreme Court Battle Explains Why.,1
4156,Review: 'It Chapter 2' is a big-screen funhouse,0
4157,"Thank You Come Again: Yes, that really is the title of this Irish sex comedy",0
4158,Florida Man Buys 100 Generators to Donate to Hurricane-Ravaged Bahamas,0
4159,Road map for Puerto Rico's exit from bankruptcy filed in U.S. court,1
4160,"'Electric shocks, beatings': Kashmiris allege abuse by India army",1
4161,"Another Old Image of Trudeau, This One in Blackface, Emerges",1
4162,United Auto Workers Calls for Strike of GM’s U.S. Factories,1
4163,"$32 billion Atlassian just made sweeping updates to its cloud products, as it changes with the times: 'We strongly believe cloud is our future' (TEAM)",0
4164,"Investing lessons from WeWork for students, VCs, and founders",1
4165,"Powerball Results, Numbers for 9/4/19: Did Anyone Win Wednesday's $80 Million Jackpot?",0
4166,Royal tour ends as paper vows to fight Meghan case,1
4167,No-deal opponents argue for Commons control,1
4168,NFL star pays tribute to his 'best friend' after his girlfriend dies just weeks after giving birth to their daughter,1
4169,Chinese TV maker TCL launches 329 euro smartphone for video lovers,0
4170,Agony! Ecstasy! Belichick! NFL Rollercoaster Arrives...,0
4171,Drew Brees promotes 'Bring Your Bible to School Day' in video for anti-LGBTQ group 'Focus on the Family',0
4172,SNES Nintendo Switch Online: Everything We Know,0
4173,EXCLUSIVE: America's top ally in Syria warns ISIS is resurging and asks for more US support,1
4174,Police seek 2 people of interest in Colorado man's killing,1
4175,A glance at US mortgage rates: 30-year at 3-year low 3.49%,0
4176,Pence's disastrous trip abroad sparks wit in response,1
4177,"Trump publicly asks China to investigate Biden, even amid impeachment inquiry",1
4178,"Gucci’s Social-Media Status Fell, and Its North American Sales Dropped",1
4179,Serena Williams vs. Bianca Andreescu: An Intergenerational Duel at the U.S. Open,1
4180,"Manchin Decides Against Running for Governor of West Virginia, and Will Stay in the Senate",0
4181,Prince Harry launches sustainable travel initiative after private jet criticism,0
4182,Subscriber Only: Newton Emerson: Two U-turns will leave DUP in a spin,1
4183,'Utter destruction' as strongest storm to ever hit Bahamas kills at least 5,0
4184,Liverpool's European kings honored in FIFPro World XI shortlist,0
4185,"King: If you haven't read complaint by now, get another job - CNN Video",1
4186,Margaret Atwood’s The Testaments: Amazon blamed for leak of Handmaid’s Tale sequel,0
4187,"Remains of 20 victims recovered in California boat fire, police say",0
4188,Resignation calls over Trump's #sharpiegate row,1
4189,Pope Francis arrives in Madagascar after visit to Mozambique,1
4190,First minister had 'no role' in Allan Marshall prison death case,0
4191,Insurers Pitch New Ways to Pay for Million-Dollar Therapies - The Wall Street Journal,0
4192,A mother teaching her teenage son to drive was killed in a road rage shooting,0
4193,"Google’s new Android update is a sign that its wildly popular smartphone software is 'growing up,' says a company executive who’s been there since the beginning (GOOG, GOOGLE)",1
4194,9/3: CBSN AM,1
4195,"The Capture: A BBC thriller of surveillance, distortion and duplicity",0
4196,Mets fire Callaway after 2-year manager stint,1
4197,Trump Admin Condemned for Slashing Refugee Admissions to Lowest Limit Ever,1
4198,Democratic Senators Question Facebook on Hidden Gun Sales,0
4199,Inside the quest to build the world's fastest production car,1
4200,Rising Texas country music singer dies in car crash,0
4201,How to use Instagram direct message to get brand deals: Alisha Marie,1
4202,Almodóvar's 'Pain and Glory' picked to bid for a 2019 Oscar,0
4203,New York Gov. Andrew Cuomo issues emergency executive order to ban flavored e-cigarettes,1
4204,WATCH: Florida police chief urges residents to take caution ahead of storm,0
4205,"Acting ICE chief defends agents, scolds lawmakers: 'We're not Nazis'",1
4206,Demi Moore Lets Her Guard Down,1
4207,The hand signal that's got China nervous,1
4208,Zimbabwe doctors strike over poor wages and working conditions,0
4209,MGM Agrees to Pay Up to $800 Million to Victims of 2017 Las Vegas Massacre,1
4210,"With New Investigation at Duke and U.N.C., Feds Hunt Anti-Israel Bias in Higher Education",1
4211,Big girl's blouse: Johnson faces backlash over Corbyn jibe,0
4212,Live updates: Trump's impeachment inquiry  - CNNPolitics,1
4213,"A hedge fund meltdown, a collapse for WeWork, and Goldman partner buyouts",1
4214,Stanford sexual assault victim Chanel Miller speaks out,0
4215,"Hurricane Dorian now Category 3, still a threat to US coast - CNN Video",1
4216,New Jersey Baby Is First to Survive Rare Condition Where Brain Grows Outside the Skull,1
4217,2020 Democrats reveal third quarter fundraising totals,1
4218,From competition to collaboration: How PayPal turned challengers like Visa and Mastercard into partners and started sharing data to drive even more business,0
4219,Pence’s Brexit backing catches Dublin unawares,0
4220,Can anyone stop Tom Brady and the New England Patriots? 2019 NFL season preview with former player Coy Wire,0
4221,Tunnel vision – Frank McNally on the highs and lows of Sarajevo,0
4222,Afghanistan: Explosion rocks diplomatic area of Kabul,0
4223,Several more women accuse Placido Domingo of sexual harassment,0
4224,What Matters This Week in the 2020 Race,1
4225,Locals concerned about Oughterard asylum centre to protest around the clock,1
4226,PM: I'd rather be dead in a ditch than delay Brexit,0
4227,Hundreds freed from Nigeria 'torture house',1
4228,"Homeless charity says it helped record 15,500 people last year",0
4229,Live updates: Trump asks John Bolton to resign - CNNPolitics,1
4230,David Duffy-led CYBG’s shares plunge 23% as PPI scandal costs soar,0
4231,7th West Texas death identified; 'truck driver in heaven',0
4232,Fact-Checking Trump’s Claims About China’s ‘Worst Year’,0
4233,Arkansas Group Planned Monument to Racial Unity; It Isn’t Going as Planned,1
4234,Joe Manchin to announce his political future on Tuesday morning,0
4235,Brad Pitt: ‘I just bonged myself into oblivion’,0
4236,Why Your Used Shirts Are Destined for the Dump and Not the Recycling Center,1
4237,"Subscriber Only: Fintan O’Toole: For the first time since 1171, Ireland is more powerful than Britain",1
4238,Brexit: Ireland will not ‘countenance’ deal involving customs checks – Varadkar,1
4239,Maryland police: Man who threatened co-workers had gun stash,0
4240,Grisham on error: Hurts 'gifting' Nats NLDS berth,1
4241,This 2016 map tweeted by Donald Trump is hugely misleading,1
4242,Solomon Islands Weighs Cutting Ties to Taiwan,0
4243,'Do you really want me to rule the country?': Neil Gorsuch on the Supreme Court's right turn,1
4244,Mitch McConnell Says He'd Follow Trump on Gun Control Legislation: 'I'd Be Happy to Put it on The Floor',0
4245,'No excuse': Press condemns Trudeau 'brownface',1
4246,Iran condemns US 'deceit' over Saudi oil attacks,1
4247,"Netflix's 'Unbelievable' Is True Crime Meets 'True Detective', Perfect For 'Mindhunter' Fans",0
4248,"Believe it or not, Brexit drama is about to reach an uprecedented level",0
4249,Trump's foul mood leads him deeper into darkness,1
4250,The Fed's next rate decision is likely to leave Trump sorely disappointed,0
4251,What's left of Sears and Kmart,0
4252,Cleaner ‘snapped’ and slapped girl (11) after drink poured on his wife,1
4253,Trump asks National Security Adviser John Bolton to resign,1
4254,The Enduring Appeal of Micro Living,0
4255,World's Largest Oil Facility Set Ablaze in Drone Attacks Claimed by Tehran-Backed Rebels,1
4256,"Trump demanded a Ukraine policy review. Months later, no one will say what happened.",1
4257,"The Capture: A BBC thriller of surveillance, distortion and duplicity",0
4258,Suspect fatally shot by police in Kaukauna,0
4259,DealBook Briefing: Is U.S. Ready to Rein In Big Tech? - The New York Times,0
4260,Dad dies before trial on death of baby found in freezer,1
4261,Warren has her own plan for everything - except this,1
4262,The real SVU: NYPD's Special Victims Division gets a makeover,1
4263,Iranian female soccer fan caught trying to enter stadium dies,1
4264,"Belgian fighter jet crashes in France, pilot hits power line",1
4265,NYC luxury real estate just had its slowest month in 6 years. Some developers are chopping up multimillion dollar penthouses into multiple smaller apartments to get them off the market.,1
4266,Ryan Poston Murder Part 2: Obsessed,0
4267,Doctors blamed after Cardiff runner dies with missed broken leg,0
4268,Florida city manager on the 100-year-old resident who won't leave their home,0
4269,#Sharpiegate Trends as People Mock Trump For Showing Hurricane Dorian Path Map Altered With Pen,0
4270,Donald Trump Congratulates Poland As Nation Marks Somber Anniversary of Nazi Invasion: 'We Also Have Many Polish People in Our Country',0
4271,VCs just bet $3.5 billion that tech will transform the future of healthcare. These are the top 9 firms making the most digital health investments.,1
4272,Police: Officer fatally shot armed drug suspect in St. Louis,0
4273,US Open 2019: Serena Williams not thinking about 2018 final before facing Bianca Andreescu,1
4274,"Subscriber Only: Fintan O’Toole: For the first time since 1171, Ireland is more powerful than Britain",1
4275,The Afghan 'peace' deal will not bring peace to the Afghan people,0
4276,"36 Hours in Syracuse, Sicily",0
4277,"""Sudden passion"" defense could aid cop convicted in neighbor's death",1
4278,Pound sinks to three-year low as election threat adds to Brexit jeopardy,0
4279,"'Apex Legends' Update 1.18 Adds Voidwalker Event, Armed & Dangerous - Patch Notes",0
4280,Google CEO makes case to conservatives in a bid to ward off regulation,1
4281,Rugby World Cup pool stage could be disrupted as cyclone heads for Japan,0
4282,DOJ rejects Andrew McCabe's appeal to avoid prosecution,1
4283,Brian O’Driscoll: Devin Toner’s World Cup omission ‘kind of beggars belief’,0
4284,Beth and Duane Chapman: See the emotional moment they learned her cancer returned,0
4285,San Francisco passes a resolution declaring the NRA a domestic terror organization,0
4286,Israel says Hezbollah plans advanced missile plant in Lebanon's Bekaa,0
4287,Jodi Kantor on the “Deep Throat” of NYT's Harvey Weinstein investigation,1
4288,New push for racial equality in the marijuana trade,0
4289,Almost 100 dogs had nowhere to go during Hurricane Dorian. A woman in Nassau took all of them in herself,0
4290,UAW workers vote to authorize strikes against Detroit 3,0
4291,Julian Smith 'not consulted' about Parliament suspension,0
4292,Dear Savanna,0
4293,‘Active Interest’: Insurance Tycoon Spied on Women Who Caught His Eye,1
4294,Elizabeth Warren endorsed two left-wing primary challengers to House Democrats. It could be a risky play to win Alexandria Ocasio-Cortez's endorsement.,1
4295,I don't mind where I play - Dallas,0
4296,Rugby fan travels from Georgia to Scotland by bike,0
4297,"Odessa gunman had a history of calling police and the FBI, officials say",0
4298,We ranked every NFL team's quarterback situation heading into the 2019 season,0
4299,Rep. Tulsi Gabbard says she now supports an impeachment inquiry into Trump,1
4300,"1 killed, 7 injured after tour bus crashes off California highway",1
4301,An alarming new report finds that companies hit with recalls aren't doing enough to inform customers about products that could put kids in danger,0
4302,Former Egyptian president Morsi's son dies of heart attack,0
4303,Manafort's lawyers: State charges are double jeopardy,0
4304,"Teenager Uses Her Jiujitsu Skills to Fight Off, Floor Knifeman: 'We're Taught How to Defend Ourselves'",0
4305,Source: Saints ink Payton to 5-year extension,1
4306,Dallas cop who shot neighbor testifies at her murder trial,1
4307,How to Make Sourdough Bread,1
4308,Trump floundering with impeachment defense,1
4309,Democrats and Republicans Aren’t Just Divided. They Live in Different Worlds.,1
4310,"With Brownface Photo, Is Trudeau Who He Portrays Himself to Be?",1
4311,Air France crash: Manslaughter charges dropped over 2009 disaster,0
4312,Historic heat in Southern and Eastern US as major fall cool down begins,1
4313,Some say it's time to sell stocks. These big names disagree,0
4314,Porsche Taycan finally revealed ahead of big show debut,0
4315,These High-Flying Geese Are ‘the Astronauts of the Bird World’,0
4316,John Bolton Fired by Trump as National Security Adviser,1
4317,US service member killed in Afghanistan,0
4318,Boy who lost everything in fire gets surprise from classmates,1
4319,"Never mind the politics, get a Brexit deal done, says UK business",1
4320,Stocks Slump as Investors Parse New Trade Threats,1
4321,Forget Small Ball: Home Runs Will Decide Baseball’s Postseason,1
4322,Prudential buys Assurance IQ for $2.35 billion in new tech bet,0
4323,Justice Department Launches Antitrust Probe Into Four Auto Makers,1
4324,CVS Health stock rises as judge completes Aetna deal review,0
4325,"Face The Nation: Condoleezza Rice, Samantha Power, Jeff Berardelli",1
4326,Charleston mayor on the triple threat his city is facing from Hurricane Dorian,0
4327,Influencer jailed for using 369 Instagrams to threaten competitors,1
4328,"Kansas vs. Boston College - Game Recap - September 13, 2019 - ESPN",1
4329,Influencers are fighting for attention as Instagram tests removing likes from its platform: 'There’s no audience applause at the end of a performance' (FB),1
4330,Marawi: The story of the Philippines’ Lost City,0
4331,Unpredictable Hurricane Dorian Batters Carolinas,0
4332,"Google's next major Android update is launching Tuesday — here's how to get it (GOOG, GOOGL)",0
4333,Hurricane Dorian's path reminds experts of another devastating storm — and they say it could cost insurers $4.5 billion,0
4334,Culture Night: Your guide to the best events in Dublin and around Ireland,1
4335,Eating Mushrooms Every Week Appears to Lower the Risk of Prostate Cancer,0
4336,Kim Kardashian West got super drunk and leaked her own baby news,0
4337,Autoworkers union takes aim at GM in crucial contract negotiations,0
4338,"Intense hurricanes like Dorian cause 1,000 times more damage",1
4339,Brexit: Putney and Yorkshire voters express frustration,0
4340,Weak foreign demand hits German industrial orders,0
4341,Picture this: Instagram-perfect hotel views,0
4342,"Delay Brexit? I'd rather be dead in a ditch, says PM Johnson",0
4343,Sarah Palin's husband 'files for divorce',1
4344,Pilot stuck on power-line after ejecting from jet,1
4345,Here's how you can help Hurricane Dorian victims,0
4346,Anak Krakatau: Volcano's tsunami trigger was 'relatively small',0
