,Unnamed: 0,title,is_popular
3528,3529,"Fall Book Preview: 13 Most Anticipated Fiction, Nonfiction Releases In Fall 2019",0
1369,1370,US factory activity unexpectedly slowed last month for the first time in 3 years â and Trump's trade war was the main culprit,0
4538,4539,Trump shows âalteredâ hurricane map after warning of threat to Alabama,0
3218,3219,Trial of actor Cuba Gooding Jr in groping case gets October date,0
2014,2015,Nintendo is finally bringing Super Nintendo games to the Switch. Check out the full list of the first 20 games arriving Thursday. (NTDOY),0
1557,1558,"Hong Kong Was Once Passionate About China. Now, Itâs Indifferent or Contemptuous.",0
152,153,"SC notice to Centre, EC on plea to nullify election result if maximum votes for NOTAA bench comprising Chief Justice SA Bobde and Justices AS Bopanna and V Ramasubramanian issues notices to the Ministry of Law and Justice and the Election Commission of India while seeking their replies on the plea",0
3000,3001,Scientists' Understanding of Anxiety is Radically EvolvingâBut How Long Will it Take for Treatments to Catch Up?,0
4239,4240,Grisham on error: Hurts 'gifting' Nats NLDS berth,1
1611,1612,"Face The Nation: Condoleezza Rice, Samantha Power, Jeff Berardelli",1
3426,3427,Ukrainian court releases suspect in downing of Flight MH17,0
1381,1382,"Andrew Yang: ""The American Dream is dying by the numbers""",0
3121,3122,British Parliament poised to consider bill to stop no-deal Brexit,1
1639,1640,'Start Here': Rebuilding the Bahamas and 'Facebook Dating' released,1
2090,2091,'Fortnite' All Destroy No Dancing Sign Locations Week 6 Challenge Guide,0
407,408,taking actionGoa bans students from driving two-wheelers to school,0
2053,2054,Corporate taxes beat target as Government budgets for no-deal Brexit slowdown,1
55,56,"May not be new wave yet, vaccination plus Covid protocol key to quell surge in cases: Scientists",0
4726,4727,Palace 'displeasure' at Cameron's Queen comments,1
1677,1678,"In a School District Where Technology Rules, Grades Fall. Parents Ask Why.",1
987,988,"Congress will bring law to nullify CAA in Assam if voted to power in Assembly polls: PriyankaLaunches 'Five Guarantees' campaign in the poll-bound Assam; promises to raise wages of tea garden workers, 25,000 government jobs",1
1067,1068,Kapil Dev receives first dose of COVID-19 vaccineWorld Cup winning captain had undergone angioplasty in October last year,0
1375,1376,Instagram could become an increasingly meaningful news distribution platform,0
2559,2560,Reporting the Kashmir lockdown: 'What sort of normalcy is this?',0
1304,1305,"Netflix must launch a cheaper, ad-supported plan to combat Disney, Apple, and Amazon, according to a Wall Street analyst (NFLX)",1
4332,4333,Hurricane Dorian's path reminds experts of another devastating storm â and they say it could cost insurers $4.5 billion,0
1335,1336,Singer-songwriter Daniel Johnston dead at 58,1
4094,4095,Syrian Kurds to remove fortification from border with Turkey,0
2674,2675,'Fortnite' Content Update 10.20 Adds Zapper Trap & Floating Island - Patch Notes,0
1665,1666,Anderson Cooper reports on Justin Trudeau photo - CNN Video,1
255,256,"Arrest Karnal vandals or face stir, warn DalitsSeek security, relief for damages",1
1279,1280,Sources: Patriots to sign veteran kicker Nugent,1
3949,3950,Apple is expected to launch 3 new iPhones during a big event on Tuesday â here's everything we know so far,1
2147,2148,Chinese 'deepfake' app Zao comes under fire over privacy concerns,1
2941,2942,Lock-Ins and Walkouts: The Students Changing City Schools From the Inside,0
1801,1802,"U.S. and China Agree to Resume Trade Talks, Sending Markets Higher",1
3909,3910,FanDuel Owner Buys PokerStars in $6 Billion Deal,1
915,916,Health officer gets show-cause notice for vaccinating Karnataka minister at homeCentre has asked for a report from the Karnataka government on the matter,1
4707,4708,Paul Ryan wants to use position on Fox board to reign in Trump: report,1
2521,2522,Trump not backing down on claim that Alabama could have been hit by Hurricane Dorian,1
3966,3967,4-month-old baby dies after being left in hot car in Phoenix,1
3033,3034,Hundreds freed from Nigeria 'torture house',1
335,336,"After Mamata, Smriti Irani takes a scooter ride as race for Bengal heats upIrani began BJP's 'Poriborton Yatra at Gangajoara near Garia",1
551,552,"150 monks test COVID-19 positive at Gyuto monastery in Himachal's DharamsalaThe monastery has been closed for visitors since March 5, 2020",1
4055,4056,New Jersey man posed as soldier in dating site scam - prosecutors,0
2114,2115,A Fresh Face at an Old Standard: Gotham Bar and Grill,0
1716,1717,Rugby World Cup: Anthony Watson says England will not fear injuries in final warm-up,0
1942,1943,"Hong Kong police target protesters with rubber bullets, tear gas",1
3434,3435,Georgia man accused of raping wife surrenders to police,1
2029,2030,"Macy's aims to save up to $550 mln in 2-4 years, shares rise",0
718,719,SC commences hearing whether Mandal verdict needs to be revisitedLandmark 1992 verdict in the Indira Sawhney case caps the quota at 50 per cent,0
3573,3574,A Greenhouse Large Enough to Feed the Eastern Seaboard,0
3755,3756,There are still 13 House Democrats who don't support impeachment proceedings. Why?,1
140,141,"141 farmers committed suicide in Chhattisgarh in 10 months: GovtThe issue of farmer suicides rocked the Assembly, with the opposition BJP demanding a probe into these cases",0
1880,1881,Russian protester sentenced to 4 years,0
1097,1098,Indian national arrested on charges of vandalising Buddha statues dies at hospital in Lanka: PoliceThe deceased was arrested on March 18,0
1029,1030,"What is a global minimum tax and how could it affect companies, countries?Major economies are aiming to discourage multinational companies from shifting profits - and tax revenues - to low-tax countries",0
3130,3131,Foreign aid arrives in the Bahamas to bolster Hurricane Dorian relief efforts,0
2935,2936,Irish eyes suddenly stop smiling as Mike Pence endorses Boris Johnson,0
2918,2919,Hurricane Dorian Rakes the Carolinas and Barrels Northeast: Live Updates,1
4688,4689,What Dorian is expected to do as it crawls toward the US,0
583,584,Passengers can choose âno check-in baggage faresâ in domestic airlinesThe move comes as an effort to make flying more affordable and accessible to passengers,1
1841,1842,"Penny finally dropping for UK on Brexit, says Phil Hogan",1
91,92,Three media workers shot dead in eastern AfghanistanLocal broadcaster Enikaas TV said the three people were its employees,1
930,931,Modi urges people to focus on fighting Covid by taking all precautionsHis appeal comes amid a spike in Covid cases with over 1 lakh daily cases reported twice in the last 3 days,0
907,908,No CAA if elected to power: Manmohan to Assam voters,0
3772,3773,"She Fled the Iranian Revolution, but Her Troubles Didnât End There",0
3167,3168,Afghans seek justice for men killed 'in cold blood' by spy agency,0
1628,1629,The Coffee You Drink Could Be Connected to Why Many Hondurans Are Fleeing to the U.S. Border,1
102,103,AchieversThe Shri Ram School's TSRSM Capitals enter world finals of Wharton Global High School Investment Competition,0
1866,1867,"Trump administration cannot bar states from passing own internet rules, U.S. court says",1
4167,4168,NFL star pays tribute to his 'best friend' after his girlfriend dies just weeks after giving birth to their daughter,1
1884,1885,Arsenal defence makes balance hard to come by,0
4401,4402,US woman charged with human trafficking after allegedly trying to smuggle infant out of Philippines,0
1416,1417,"Rambo: Last Blood: Gruesome violence, archaic patriotism â and more than a bit racist",1
1155,1156,"West Indies beat Sri Lanka by 5 wickets, win ODI series 3-0The teams will meet in a two-match Test series starting at the same venue next weekend",0
2326,2327,"""Grotesque disregard for life"": Former high school cheerleader sentenced to probation after burying newborn",1
2144,2145,Fully Functional F-16 Fighter Jet for Sale in Florida,0
2233,2234,Mark Zuckerberg tells employees Facebook will fight back against legal challenges,1
2704,2705,"The Apprentice review: Which is worse, Donald Trump or 15 series of Alan Sugar?",1
208,209,"Night curfew imposed in Delhi from 10 pm to 5 am till April 30The city recorded 3,548 fresh cases of COVID-19 on Monday",0
1193,1194,'Here and now': India's auto industry urges government action to fight slowdown,0
3564,3565,First look: Marks & Spencer goes back to basics for autumn/winter collection,0
4512,4513,US productivity rises 2.3% in second quarter but drops at American factories,0
724,725,Campus notesStudent makes it on big screen,0
1007,1008,"Kashmiri diaspora in US expresses concern over death threat to rights activist Sushil PanditOn Saturday, two men, who were allegedly hired to kill Pandit, were arrested in Delhi",1
19,20,Novak Djokovic breaks Federer's record for most weeks as World No. 118-time Grand Slam champion Djokovic grabbed his ninth Australian Open title last month,0
3198,3199,US productivity rises 2.3% in second quarter but drops at American factories,0
2516,2517,Teen Hackers Try to Convince Parents They Are Up to Good,1
1316,1317,Leaked financials show Israeli spyware company NSO Group is wildly profitable despite concerns over misuse of its technology,1
54,55,SC directs RBI to lay down regulations in 6 months for locker facility management in banksâBanks cannot wash off their hands and claim that they bear no liability towards their customers for the operation of the lockerâ,1
3261,3262,The airport on the island of Grand Bahama is 'a debris field' after Hurricane Dorian,1
1859,1860,Employer of Filipina killed in Kuwait guilty of murder in Syria,1
2295,2296,Timeline: Key dates in the U.S.-China trade war,0
1088,1089,Milind Soman is Covid-positiveâ¦while Dharmendra tests negative,0
4116,4117,"Cryptocurrency: Virtual money, real power and the fight for a small town's future",1
4217,4218,From competition to collaboration: How PayPal turned challengers like Visa and Mastercard into partners and started sharing data to drive even more business,0
4650,4651,Ukraine ex-minister rejects Trump Biden claims,1
2313,2314,Bo'ness man's attack left baby girl permanently brain-damaged,0
1537,1538,"Unpacking Berlinâs Mysterious, Ubiquitous Tote Bag",0
4576,4577,Krispy Kreme announces pumpkin spice doughnut,0
3185,3186,States expected to target Google in new antitrust probe,1
3965,3966,Palestinian student at Harvard allowed US entry on second attempt,0
750,751,Drag-flickers star in Punjabâs  second winCHANDIGARH:A brilliant show by the drag-flickers saw Punjab overcome Uttar Pradesh 5-3 in their second Pool B match of the junior menâs hockey national Championship in Raipur today.,0
3783,3784,"Airbnb just announced it expects to go public in 2020. Meet CEO Brian Chesky, who cofounded the company in 2008 to help pay his San Francisco apartment's rent and is now worth $4.2 billion.",1
1126,1127,"US, UK, 3 other courts confirm $1.4 bn arbitration award against IndiaCairn Energy had moved courts in nine countries to enforce its USD 1.4 billion arbitral award against India",1
2130,2131,Tunisia's ousted ex-president dies in exile,1
2170,2171,Transgender woman granted long term residency in Japan,0
4300,4301,An alarming new report finds that companies hit with recalls aren't doing enough to inform customers about products that could put kids in danger,0
3554,3555,Chrissy Teigen calls Trump a 'p---- a-- b----' for insulting her in a tweet without tagging her,1
2037,2038,"Vaping-Related Lung Ailments Rise to 530, Officials Say",1
2979,2980,WeWork could cut its valuation in half to about $20 billion â and it might delay its IPO (WE),0
2662,2663,"Furious Peloton members are skewering the companyâs delivery partner over broken $2,000 bikes and scratched hardwood floors â and the company is starting to take note",1
